dist_num,dist_name,offense,felony,misdemeanor,other,total
19,Town Hall,WARRANT ARRESTS,0,0,11,11
19,Town Hall,WEAPONS,2,2,4,8
20,Lincoln,AGGRAVATED ASSAULT (INDEX),2,8,0,10
20,Lincoln,AGGRAVATED BATTERY (INDEX),2,0,0,2
20,Lincoln,ARSON (INDEX),1,0,0,1
20,Lincoln,BURGLARY (INDEX),5,0,0,5
20,Lincoln,CRIMINAL SEXUAL ASSAULT (INDEX),0,0,0,0
20,Lincoln,DISORDERLY CONDUCT,0,22,3,25
20,Lincoln,DRIVING UNDER THE INFLUENCE,0,0,0,0
20,Lincoln,DRUG ABUSE VIOLATIONS,4,24,1,29
20,Lincoln,FORGERY AND COUNTERFEITING,0,0,0,0
20,Lincoln,FRAUD,1,0,0,1
20,Lincoln,GAMBLING,0,0,0,0
20,Lincoln,HOMICIDE - 1ST OR 2ND DEGREE (INDEX),0,0,0,0
20,Lincoln,INVOLUNTARY MANSLAUGHTER 1 RECKLESS HOMICIDE W1 VEHICLE,0,0,0,0
20,Lincoln,LARCENY - THEFT (INDEX),6,22,0,28
20,Lincoln,LIQUOR LAWS,0,2,0,2
20,Lincoln,MISCELLANEOUS MUNICIPAL CODE VIOLATIONS,0,0,0,0
20,Lincoln,MISCELLANEOUS NON-INDEX OFFENSES,0,13,0,13
20,Lincoln,MOTOR VEHICLE THEFT (INDEX),2,1,0,3
20,Lincoln,OFFENSES AGAINST FAMILY AND CHILDREN 1 INVOLVING CHILDREN,0,0,0,0
20,Lincoln,PROSTITUTION,0,0,0,0
20,Lincoln,ROBBERY (INDEX),3,0,0,3
20,Lincoln,SEX OFFENSE - CRIMINAL SEXUAL ABUSE,0,0,0,0
20,Lincoln,SIMPLE ASSAULT,0,7,0,7
20,Lincoln,SIMPLE BATTERY,0,41,0,41
20,Lincoln,"STOLEN PROPERTY: BUY,RECEIVE,POSSESS",0,0,0,0
20,Lincoln,TRAFFIC VIOLATIONS,0,0,0,0
20,Lincoln,VANDALISM,4,8,0,12
20,Lincoln,WARRANT ARRESTS,0,0,11,11
20,Lincoln,WEAPONS,0,3,2,5
22,Morgan Park,AGGRAVATED ASSAULT (INDEX),1,26,0,27
22,Morgan Park,AGGRAVATED BATTERY (INDEX),28,0,0,28
22,Morgan Park,ARSON (INDEX),0,0,0,0
22,Morgan Park,BURGLARY (INDEX),26,0,0,26
22,Morgan Park,CRIMINAL SEXUAL ASSAULT (INDEX),3,0,0,3
22,Morgan Park,DISORDERLY CONDUCT,7,68,2,77
22,Morgan Park,DRIVING UNDER THE INFLUENCE,0,0,0,0
22,Morgan Park,DRUG ABUSE VIOLATIONS,3,66,0,69
22,Morgan Park,FORGERY AND COUNTERFEITING,0,0,0,0
22,Morgan Park,FRAUD,1,0,0,1
22,Morgan Park,GAMBLING,0,6,0,6
22,Morgan Park,HOMICIDE - 1ST OR 2ND DEGREE (INDEX),1,0,0,1
22,Morgan Park,LARCENY - THEFT (INDEX),10,46,0,56
22,Morgan Park,LIQUOR LAWS,0,0,0,0
22,Morgan Park,MISCELLANEOUS MUNICIPAL CODE VIOLATIONS,0,0,4,4
22,Morgan Park,MISCELLANEOUS NON-INDEX OFFENSES,3,89,1,93
22,Morgan Park,MOTOR VEHICLE THEFT (INDEX),27,4,0,31
22,Morgan Park,OFFENSES AGAINST FAMILY AND CHILDREN 1 INVOLVING CHILDREN,0,0,2,2
22,Morgan Park,PROSTITUTION,0,0,0,0
22,Morgan Park,ROBBERY (INDEX),30,0,0,30
22,Morgan Park,SEX OFFENSE - CRIMINAL SEXUAL ABUSE,0,0,0,0
22,Morgan Park,SIMPLE ASSAULT,0,13,0,13
22,Morgan Park,SIMPLE BATTERY,1,110,0,111
22,Morgan Park,TRAFFIC VIOLATIONS,1,1,4,6
22,Morgan Park,VANDALISM,4,5,0,9
22,Morgan Park,WARRANT ARRESTS,0,0,43,43
22,Morgan Park,WEAPONS,33,5,8,46
24,Rogers Park,AGGRAVATED ASSAULT (INDEX),0,9,0,9
24,Rogers Park,AGGRAVATED BATTERY (INDEX),9,0,0,9
24,Rogers Park,BURGLARY (INDEX),8,0,0,8
24,Rogers Park,CRIMINAL SEXUAL ASSAULT (INDEX),0,0,0,0
24,Rogers Park,DISORDERLY CONDUCT,0,20,16,36
24,Rogers Park,DRIVING UNDER THE INFLUENCE,0,0,0,0
24,Rogers Park,DRUG ABUSE VIOLATIONS,6,32,0,38
24,Rogers Park,FORGERY AND COUNTERFEITING,0,0,0,0
24,Rogers Park,FRAUD,2,0,0,2
24,Rogers Park,HOMICIDE - 1ST OR 2ND DEGREE (INDEX),0,0,0,0
24,Rogers Park,LARCENY - THEFT (INDEX),3,21,0,24
24,Rogers Park,LIQUOR LAWS,0,0,1,1
24,Rogers Park,MISCELLANEOUS MUNICIPAL CODE VIOLATIONS,0,0,1,1
24,Rogers Park,MISCELLANEOUS NON-INDEX OFFENSES,1,64,1,66
24,Rogers Park,MOTOR VEHICLE THEFT (INDEX),3,0,0,3
24,Rogers Park,OFFENSES AGAINST FAMILY AND CHILDREN 1 INVOLVING CHILDREN,0,0,0,0
24,Rogers Park,PROSTITUTION,0,0,0,0
24,Rogers Park,ROBBERY (INDEX),17,0,0,17
24,Rogers Park,SEX OFFENSE - CRIMINAL SEXUAL ABUSE,0,0,0,0
24,Rogers Park,SIMPLE ASSAULT,0,3,0,3
24,Rogers Park,SIMPLE BATTERY,0,38,0,38
24,Rogers Park,"STOLEN PROPERTY: BUY,RECEIVE,POSSESS",0,0,0,0
24,Rogers Park,TRAFFIC VIOLATIONS,0,1,4,5
24,Rogers Park,VANDALISM,0,13,1,14
24,Rogers Park,WARRANT ARRESTS,0,0,37,37
24,Rogers Park,WEAPONS,9,2,3,14
25,Grand Central,AGGRAVATED ASSAULT (INDEX),1,9,0,10
25,Grand Central,AGGRAVATED BATTERY (INDEX),19,0,0,19
25,Grand Central,ARSON (INDEX),0,0,0,0
25,Grand Central,BURGLARY (INDEX),27,0,0,27
25,Grand Central,CRIMINAL SEXUAL ASSAULT (INDEX),1,0,0,1
25,Grand Central,DISORDERLY CONDUCT,0,44,3,47
25,Grand Central,DRIVING UNDER THE INFLUENCE,0,0,0,0
25,Grand Central,DRUG ABUSE VIOLATIONS,20,105,1,126
25,Grand Central,FORGERY AND COUNTERFEITING,0,0,0,0
25,Grand Central,FRAUD,0,0,0,0
25,Grand Central,GAMBLING,0,2,0,2
25,Grand Central,HOMICIDE - 1ST OR 2ND DEGREE (INDEX),0,0,0,0
25,Grand Central,LARCENY - THEFT (INDEX),9,63,0,72
25,Grand Central,LIQUOR LAWS,0,1,0,1
25,Grand Central,MISCELLANEOUS MUNICIPAL CODE VIOLATIONS,0,0,6,6
25,Grand Central,MISCELLANEOUS NON-INDEX OFFENSES,3,95,0,98
25,Grand Central,MOTOR VEHICLE THEFT (INDEX),21,16,0,37
25,Grand Central,OFFENSES AGAINST FAMILY AND CHILDREN 1 INVOLVING CHILDREN,0,0,0,0
25,Grand Central,PROSTITUTION,0,0,2,2
25,Grand Central,ROBBERY (INDEX),32,0,0,32
25,Grand Central,SEX OFFENSE - CRIMINAL SEXUAL ABUSE,1,1,0,2
25,Grand Central,SIMPLE ASSAULT,0,15,1,16
25,Grand Central,SIMPLE BATTERY,0,76,0,76
25,Grand Central,TRAFFIC VIOLATIONS,1,4,8,13
25,Grand Central,VANDALISM,9,23,9,41
25,Grand Central,WARRANT ARRESTS,0,0,55,55
25,Grand Central,WEAPONS,22,3,3,28
